"A"	82.000	64.000	75.000	62.000	54.000	31.000	41.000	27.000	-362.000	-123.000	-546.000	-324.000	-222.000	166.000	-316.000	-269.000	-73.000	-76.000	-79.000	-59.000	-61.000	-587.000	-42.000	-27.000	326.000	283.000	255.000	441.000	334.000	472.000	238.000	377.000
"AA"	128.000	107.000	74.000	153.000	83.000	79.000	75.000	111.000	-185.000	-349.000	-209.000	-192.000	-545.000	-849.000	428.000	-63.000	-138.000	-93.000	-93.000	94.000	-77.000	34.000	514.000	-117.000	134.000	536.000	34.000	565.000	435.000	-86.000	6.000	38.000
"AAC"	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	1.000	0.000	0.000	0.000	1002.200	-9999999999.990	0.000	0.000	0.000	0.000	0.000	0.000	-1000.000	-9999999999.990	-0.100	-0.700	-1.300	-0.100	-0.100	-0.100	-1.000	-9999999999.990
"AACI"	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-9999999999.990	-9999999999.990	-9999999999.990	151.200	0.000	0.100	-9999999999.990	-9999999999.990	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.500	-0.100	-0.200	-0.500	0.000	0.000	-9999999999.990	-9999999999.990
"AADI"	0.100	0.200	0.000	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	0.000	72.500	-0.100	0.300	0.100	141.600	0.100	0.100	0.100	-48.200	-0.200	0.000	0.000	25.200	0.000	-9999999999.990	0.000	-8.200	-10.700	-19.400	-12.400	-4.100	-5.900	-3.700	-4.800
"AAIC"	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23.300	66.300	-140.800	-79.800	-153.500	154.500	-185.900	115.300	-22.700	-82.300	153.100	77.200	168.600	-209.900	206.000	-95.700	0.300	-0.400	-2.300	-0.200	2.800	1.500	0.700	2.800
"AAL"	455.000	1405.000	807.000	183.000	-9999999999.990	-9999999999.990	-9999999999.990	148.000	-252.000	-1095.000	-310.000	-561.000	-1609.000	445.000	7013.000	1269.000	784.000	-1700.000	-771.000	1738.000	3315.000	-3884.000	-7152.000	1696.000	-593.000	2924.000	1185.000	-1200.000	-1740.000	3470.000	174.000	-2863.000
"AAN"	26.000	32.600	25.100	25.200	21.600	18.800	27.000	23.300	-39.900	283.900	-21.300	-13.800	-39.000	-39.300	-11.800	-344.700	-17.300	-297.200	-17.100	-23.800	-24.300	-13.800	-23.400	-30.600	66.800	28.000	29.100	45.600	30.200	40.000	20.200	18.500
"AAOI"	0.800	0.600	1.000	2.400	2.000	1.400	2.200	3.700	3.600	-1.700	3.700	-4.900	-0.900	2.400	17.500	10.500	-1.200	-1.000	-1.100	-2.600	-4.000	-1.500	-2.400	-4.300	-9.200	2.300	-3.600	-0.300	3.500	0.300	-15.200	-14.100
"AAON"	14.400	13.200	14.000	12.700	9.500	16.800	16.400	18.800	-37.600	41.900	23.800	30.700	-12.000	-3.000	3.000	-15.700	-14.300	-35.200	-14.300	-116.100	-9.500	-16.700	-16.400	-12.400	45.000	5.200	-6.800	-13.500	11.800	34.100	28.800	31.800
"AAP"	122.400	96.400	114.900	98.700	61.400	58.700	70.900	74.900	-80.300	-191.800	-273.700	-95.400	-292.300	-459.800	-216.700	-319.500	-121.400	-96.400	-114.000	-98.400	-61.200	-57.400	-70.300	-74.900	174.600	363.500	-54.900	187.300	148.800	446.200	329.900	160.500
"AAPL"	3289.000	2102.000	2514.000	2803.000	3223.000	2093.000	2269.000	3500.000	-26794.000	-27445.000	-28351.000	-28159.000	-20382.000	-29396.000	-11326.000	-32249.000	-1217.000	4234.000	-9265.000	-16106.000	835.000	3572.000	-10368.000	-8584.000	24127.000	22892.000	28166.000	46966.000	20200.000	21094.000	23981.000	38763.000
"AAQC"	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	402.400	-9999999999.990	0.200	0.300	0.000	0.000	0.000	0.000	-400.000	-9999999999.990	-0.300	-0.300	-0.300	-0.200	-0.100	-0.100	-1.100	-9999999999.990
"AAT"	0.000	15.300	29.800	47.800	21.200	24.200	11.400	14.800	-25.000	-24.500	-27.800	-23.900	-23.000	-21.500	212.800	-19.800	-27.200	-35.200	-77.300	-48.900	-226.300	-24.900	-12.200	-15.500	54.800	46.900	39.100	38.700	52.900	34.200	42.500	17.800
"AATC"	0.000	0.000	2.100	0.000	0.000	0.000	0.000	0.000	-0.700	-0.600	1.100	-0.600	-0.600	0.000	0.000	0.000	-1.800	-3.100	-2.400	0.000	-0.100	-0.100	0.000	0.000	0.100	0.000	1.100	0.800	0.900	-0.200	1.000	0.600
"AAV"	42.800	80.400	76.800	0.300	0.000	0.200	0.200	0.000	-71.000	-37.600	-50.800	-27.400	-27.000	-21.500	-7.500	5.100	-42.800	-80.700	-77.000	-44.900	-36.900	-20.800	-15.100	-37.300	123.200	157.400	109.200	67.500	47.000	57.100	51.600	30.300
